state,year,totalPopulation,malePopulation,femalePopulation,uniqueNames
ME,1910,2471,676,1795,168
ME,1911,3700,1391,2309,232
ME,1912,5193,2171,3022,281
ME,1913,5841,2613,3228,305
ME,1914,8621,3908,4713,384
ME,1915,10609,4866,5743,422
ME,1916,10450,4732,5718,427
ME,1917,11281,5226,6055,428
ME,1918,12056,5616,6440,454
ME,1919,11271,5301,5970,435
ME,1920,12651,5892,6759,445
ME,1921,13011,6252,6759,459
ME,1922,13058,6207,6851,456
ME,1923,12871,6199,6672,455
ME,1924,13840,6598,7242,469
ME,1925,13030,6444,6586,452
ME,1926,12555,6064,6491,446
ME,1927,12524,6144,6380,427
ME,1928,12736,6270,6466,444
ME,1929,12269,5953,6316,420
ME,1930,12715,6275,6440,429
ME,1931,12661,6294,6367,443
ME,1932,12912,6494,6418,431
ME,1933,11926,6009,5917,426
ME,1934,12548,6269,6279,428
ME,1935,12567,6265,6302,422
ME,1936,12413,6230,6183,415
ME,1937,12292,6186,6106,420
ME,1938,12457,6214,6243,427
ME,1939,12315,6226,6089,428
ME,1940,12544,6388,6156,417
ME,1941,13203,6805,6398,416
ME,1942,14723,7587,7136,452
ME,1943,15719,8020,7699,434
ME,1944,14919,7647,7272,435
ME,1945,14026,7321,6705,427
ME,1946,17405,9007,8398,457
ME,1947,20733,10733,10000,505
ME,1948,19018,9815,9203,471
ME,1949,18889,9757,9132,488
ME,1950,18280,9366,8914,460
ME,1951,18349,9538,8811,468
ME,1952,18844,9896,8948,490
ME,1953,18953,9687,9266,487
ME,1954,19753,10291,9462,512
ME,1955,19585,10134,9451,477
ME,1956,20044,10365,9679,506
ME,1957,20448,10644,9804,515
ME,1958,20332,10732,9600,534
ME,1959,20503,10625,9878,525
ME,1960,20874,10936,9938,528
ME,1961,20959,10910,10049,528
ME,1962,20624,10700,9924,544
ME,1963,19402,10082,9320,510
ME,1964,18834,9863,8971,514
ME,1965,17452,9241,8211,496
ME,1966,16045,8333,7712,492
ME,1967,15454,8117,7337,471
ME,1968,14578,7713,6865,465
ME,1969,14772,7776,6996,471
ME,1970,15097,7935,7162,488
ME,1971,15133,8031,7102,483
ME,1972,13825,7282,6543,454
ME,1973,12941,6998,5943,442
ME,1974,12302,6505,5797,435
ME,1975,12294,6563,5731,419
ME,1976,12156,6516,5640,417
ME,1977,12924,7015,5909,440
ME,1978,12713,6797,5916,434
ME,1979,13249,7153,6096,440
ME,1980,13278,7220,6058,430
ME,1981,13304,7022,6282,437
ME,1982,13399,7160,6239,437
ME,1983,13409,7169,6240,426
ME,1984,13550,7318,6232,431
ME,1985,13578,7218,6360,446
ME,1986,13341,7245,6096,443
ME,1987,13331,7141,6190,418
ME,1988,13405,7275,6130,437
ME,1989,13923,7628,6295,448
ME,1990,13865,7532,6333,456
ME,1991,13359,7352,6007,455
ME,1992,12662,6947,5715,447
ME,1993,11891,6630,5261,446
ME,1994,11335,6221,5114,439
ME,1995,10726,5892,4834,438
ME,1996,10560,5760,4800,435
ME,1997,10334,5753,4581,444
ME,1998,10313,5682,4631,446
ME,1999,10072,5667,4405,443
ME,2000,10004,5506,4498,458
ME,2001,10116,5656,4460,469
ME,2002,9888,5486,4402,477
ME,2003,9906,5560,4346,489
ME,2004,10031,5608,4423,500
ME,2005,9956,5567,4389,510
ME,2006,9786,5509,4277,505
ME,2007,9769,5404,4365,523
ME,2008,9212,5094,4118,519
ME,2009,8971,5027,3944,514
ME,2010,8586,4740,3846,514
ME,2011,8420,4764,3656,516
ME,2012,8387,4733,3654,519
ME,2013,8236,4690,3546,509
ME,2014,8230,4633,3597,525
ME,2015,8107,4625,3482,529
ME,2016,8085,4511,3574,527
ME,2017,7632,4235,3397,513
